year,month,day,hour,minute,lat1,lat2,lat3,lon1,lon2,lon3,wp1,wp2,wp3,size1,size2,size3,d1,d2,d3,mask1,mask2,mask3,Cb_dakar_t0,Cb_dakar_t1,Cb_dakar_t2,Cb_dakar_t3,Cb_dakar_t4,Cb_dakar_t5,Cb_dakar_t6
2019,6,1,15,45,11.237789,11.12169,17.45545229837929,-12.507107,-12.072368,-26.47699548313668,154.47368421052633,243.1625,0.0,171,720,0,662.1471226273989,708.2233515198371,1009.4103343867075,1,1,0,0,0,0,0,0,0,0
2019,6,1,16,0,11.150269,19.93906912716347,19.468611954807095,-12.1309,-25.67741740999888,-26.198434528538286,234.4877049180328,0.0,0.0,2196,0,0,701.1691313428324,1046.827104011225,1067.4651289470255,1,0,0,0,0,0,0,0,0,0
2019,6,1,16,15,11.235012,10.619241313814722,20.36612312870976,-12.192231,-26.133464160712435,-9.98371920382796,230.87855297157623,0.0,0.0,3483,0,0,690.2946659226101,1044.4717578734737,1011.6776495848693,1,0,0,0,0,0,0,0,0,0
2019,6,1,16,30,11.263669,7.295632714328313,8.61718327063042,-12.250909,-11.889936265135177,-8.322078888420478,236.6685606060606,0.0,0.0,4752,0,0,683.2197356194532,1025.1767095058483,1204.4674760472883,1,0,0,0,0,0,0,0,0,0
2019,6,1,16,45,11.2357645,22.52818050435495,6.4584555722921255,-12.278046,-23.92575981887475,-12.846673388627355,228.83232628398792,0.0,0.0,5958,0,0,682.5698113407639,1102.9701507423229,1047.7796967343643,1,0,0,0,0,0,0,0,0,0
2019,6,1,17,0,11.207473,17.733704298033985,22.42394230457502,-12.2480955,-26.58763326007087,-22.454832623687775,213.49730458221023,0.0,0.0,6678,0,0,687.0517201381277,1029.6643710368228,1005.096730120005,1,0,0,0,0,0,0,0,0,0
2019,6,1,17,15,11.235288,11.4830675,7.098224188683341,-12.220857,-11.60511,-8.976478910676331,200.24869791666666,160.4814814814815,0.0,6912,243,0,687.7120136483333,729.5685926448213,1255.2785992805134,1,1,0,0,0,0,0,0,0,0
2019,6,1,17,30,11.235534,10.967394887208787,10.914917700875176,-12.249459,-8.243613432554966,-26.572835270444205,186.5273390036452,0.0,0.0,7407,0,0,685.1374515996117,1083.1970799743096,1073.68704570323,1,0,0,0,0,0,0,0,0,0
2019,6,1,17,45,11.263915,7.15736606319279,22.259669806891814,-12.279514,-26.372024902114862,-23.85344991723283,174.93530079455164,0.0,0.0,7929,0,0,680.6433104576577,1284.5172519390646,1075.2011457023864,1,0,0,0,0,0,0,0,0,0
2019,6,1,18,0,11.264634,19.78204586618117,23.451424590490554,-12.365344,-8.562933038088477,-10.623907559501728,173.19842164599774,0.0,0.0,7983,0,0,672.940323593751,1100.2487123793649,1207.9407628394338,1,0,0,0,0,0,0,0,0,0
2019,6,1,18,15,11.153745,11.596892,6.285866380103723,-12.5314455,-11.753433,-12.590695677011665,171.39952437574317,100.29411764705883,0.0,7569,153,0,665.5982972114202,709.2440745496447,1078.2311203783315,1,1,0,0,0,0,0,0,0,0
2019,6,1,18,30,11.154759,21.331983556830828,23.347795393772856,-12.646069,-9.889062846437039,-23.49764988811525,163.07402760351317,0.0,0.0,7173,0,0,655.5914288732678,1087.2994228232776,1149.689887394288,1,0,0,0,0,0,0,0,0,0
2019,6,1,18,45,11.071395,10.950223,10.867500000091564,-12.756278,-11.693543,-8.634341398631065,153.0,160.6086956521739,0.0,7029,207,0,651.9028723303086,753.0734808908516,1048.8895783098037,1,1,0,0,0,0,0,0,0,0
2019,6,1,19,0,10.681749,10.86608,6.862389071338908,-13.108914,-11.6896105,-9.633098687248154,155.25718194254446,183.5875,0.0,6579,720,0,651.7232600109943,758.7502577866562,1222.200472782204,1,1,0,0,0,0,0,0,0,0
2019,6,1,19,15,10.682498,11.374202,11.03443,-13.195014,-12.027852,-11.6975355,153.92163543441225,94.17647058823529,175.359649122807,5283,153,1026,644.9246562230115,696.5975975282905,747.4615714962111,1,1,1,0,0,0,0,0,0,0
